# Fuente: Wikcionario (es.wiktionary.org), CC BY-SA 4.0, vía kaikki.org/Wiktextract
elocuente	adj.	Que se expresa eficazmente a efectos de deleitar, emocionar o persuadir.
elocuentemente	adv.	Con elocuencia.
elocutivo	adj.	Que pertenece o concierne a la elocución (proceso de expresar un pensamiento a través del discurso).
elocutorio	adj.	Que pertenece o concierne a la elocución (proceso de expresar un pensamiento a través del discurso).
elodicón	m.	Especie de órgano que en vez de tubos tiene unas planchuelas de metal que suenan por vibración.
elodito	adj.	Que habita en los pantanos.
elogiable	adj.	Digno de elogio.
elogiar	tr.	Hacer elogios.
elogio	m.	Expresión verbal o escrita que se hace de las cualidades y bondades de algo.
elongación	f.	La acción y efecto de elongar, alargar.
elongar	tr.	Estirar, traccionar.
elotada	f.	Encuentro o celebración en que se preparan y consumen elotes (mazorcas asadas de maíz tierno).
elotal	m.	Grupo abundante o montón de elotes (mazorcas de maíz tierno).
elote	m.	Maíz tierno, en particular el que se consume directamente de la mazorca asada o hervida.
eloteada	f.	Proceso, resultado y momento de brotar los elotes (maíz).
elotear	tr.	Cosechar o recolectar elotes (mazorcas de maíz con el grano ya desarrollado).
elotillo	m.	(Conopholis americana) Planta parásita subterránea de la familia Orobanchaceae, cuyas flores parecen brotar directamente de la tierra con una apariencia similar a la de un elote o mazorca de maíz tierno.
elototol	m.	(Passerina caerulea, antes Guiraca caerulea) Pájaro de la familia Cardinalidae, de unos 15 a 18 cm, de color azul fuerte, pico azul grisoso y franjas marrones en las alas. Habita en Norteamérica y pasa los inviernos en el Caribe y Centroamérica.
elquino	adj.	Originario, relativo a, o propio de valle de Elqui o de la Provincia de Elqui.
elucidación	f.	Acción o efecto de elucidar.
elucidar	tr.	Poner en claro algo.
elucidario	m.	Libro que esclarece o explica cosas obscuras o difíciles de entender.
elución	f.	Acción o efecto de eluir.
eluctable	adj.	Susceptible de ser vencido mediante la lucha.
elucubración	f.	Pensamiento o reflexión sin fundamento.
elucubrador	adj.	Que elucubra.
elucubrar	tr.	Crear o madurar argumentos complejos de aparente profundidad.
elucubrativo	adj.	Propio para elucubraciones.
eludible	adj.	Que puede eludirse.
eludir	tr.	Huir la dificultad, salir de ella con algún artificio, etc.
eludirse	prnl.	Burlarse de alguna cosa, hacer que no tenga efecto por medio de algún artificio.
eludórico	adj.	Epíteto de un género de pintura que se ejecuta haciendo pasar el pincel por un agua muy clara para alcanzar el fondo.
eluir	tr.	Separar una substancia del sólido que la ha absorbido por medio de un disolvente.
elul	m.	Dozavo mes del año entre los hebreos.
elurofobia	f.	Miedo irracional y enfermizo a los gatos.
elusión	f.	Acción y efecto de escapar de evitar, de eludir.
elutriación	f.	Decantación de un líquido de un vaso a otro.
elástica	f.	Curva que adopta una barra al flectar a partir de una posición recta, conectando dos puntos con pendientes específicas.
elásticamente	adv.	De un modo elásticoo flexible.
elástico	adj.	Que puede ser deformado debido a la acción de una fuerza y que regresa a su forma original una vez que la fuerza ya no es aplicada.
eléboro	m.	Planta ranunculácea, que crece silvestre en terrenos montañosos.
eléctricamente	adv.	De un modo eléctrico.
eléctrico	adj.	Que tiene, usa o esta relacionado con la electricidad.
elénctico	adj.	Perteneciente o relativo al método socrático de refutación.
elípticamente	adv.	De un modo elíptico; referente a la elipsis.
elíptico	adj.	Que pertenece o concierne a la elipse.
emaciación	f.	Adelgazamiento excesivo por culpa de una enfermedad o falta de alimento.
emaciado	adj.	Excesivamente delgado por culpa de una enfermedad.
emagrama	f.	Tipo de diagrama termodinámico utilizado en meteorología para representar perfiles de temperatura, presión y humedad en la atmósfera.
emancipación	f.	Acción o efecto de emancipar o de emanciparse.
emancipador	adj.	Que emancipa o libera de la servidumbre, dependencia, patria potestad, esclavitud u otro tipo de yugo u opresión. Que sirve para recuperar la autonomía, libertad o potestad.
emancipar	tr.	Dejar libre a alguien del poder de otro o de la sujeción a la patria potestad, tutela, servidumbre o esclavitud.
emanciparse	prnl.	Sacudirse las cadenas de alguna traba, dependencia, influencia negativa, subordinación, servidumbre o yugo.
emancipativo	adj.	Que pertenece o concierne a la emancipación, el proceso o resultado de emancipar o emanciparse, liberar o liberarse de la servidumbre, dependencia, esclavitud u otro tipo de yugo u opresión, o de recuperar la autonomía, libertad, soberanía, dignidad o potestad.
emancipatorio	adj.	Que pertenece o concierne a la emancipación, el proceso o resultado de emancipar o emanciparse, liberar o liberarse de la servidumbre, dependencia, esclavitud u otro tipo de yugo u opresión, o de recuperar la autonomía, libertad, soberanía, dignidad o potestad.
emasculación	f.	Ablación total de los órganos genitales externos masculinos, es decir, tanto del pene como de los testículos.
emascular	tr.	Inutilizar o extraer los órganos genitales masculinos.
embadurnador	adj.	Que embadurna, que mancha algo cubriéndolo totalmente o casi por completo.
embadurnar	tr.	Manchar algo cubriéndolo totalmente o casi por completo.
embajada	f.	Representación diplomática de un país en otro, u oficina y residencia del embajador.
embajador	m. y f.	Diplomático, funcionario responsable de la representación oficial de una nación, acreditado generalmente ante otro estado.
embalaje	m.	Acción o efecto de embalar.
embalar	tr.	Hacer fardos o balas de ropa, papel u otros generos para embarcarlos o transportarlos de una parte a otra.
embalarse	prnl.	Salirse algo o alguien de control.
embaldosinar	tr.	Revestir con baldosines o azulejos una superficie.
embalo	m.	Acción o efecto de embalar.
embalsamar	tr.	Preparar o tratar un cadáver con determinadas sustancias para evitar su descomposición.
embalsar	tr.	Poner en una balsa.
embalse	m.	Acción o efecto de embalsar.
embambinar	tr.	Realizar el coito con una persona muy joven.
embancarse	prnl.	Rellenarse el interior de un pozo de monitoreo o de producción de agua con elementos extraños por encima del nivel freático que lo tornan inservible.
embanderar	tr.	Adornar con banderas un sitio, lugar o parte públicos en señal de regocijo o de duelo.
embanderarse	prnl.	Adherir a una determinada causa o ideología.
embarazadamente	adv.	Con embarazo.
embarazado	adj.	Tímido, incómodo.
embarazador	adj.	Que embaraza.
embarazar	tr.	Impedir o retardar alguna cosa.
embarazarse	prnl.	Quedar embarazada una persona.
embarazo	m.	Período que transcurre entre la implantación en el útero del óvulo fecundado y el momento del parto.
embarazosamente	adv.	Con embarazo, con dificultad.
embarazoso	adj.	Que provoca vergüenza o embarazo.
embarbecer	intr.	Echar barba (pelo en el rostro) un hombre.
embarcación	f.	Medio de transporte acuático capaz de flotar constituido básicamente por una construcción cóncava.
embarcadero	m.	Plataforma que sirve para embarcar gente, ganado, mercadería y otras cosas para su transporte.
embarcar	tr.	Ingresar o introducir personas o mercancías en un barco, avión, tren u otro medio de transporte para viajar.
embarcarse	prnl.	Iniciar un viaje en una embarcación, u otro vehículo.
embarco	m.	Acción o efecto de embarcar o de embarcarse en un medio de transporte.
embargar	tr.	Embarazar, impedir, detener.
embargo	m.	Ocupación, aprehensión o retención de los bienes de una persona hecha con mandamiento de juez competente por razón de deuda o delito.
embarque	m.	Operación de embarcar mercancías en un barco, un avión o en otro vehículo.
embarrancar	intr.	Varar una embarcación encallando en el fondo.
embarrar	tr.	Introducir el extremo de una barra o espeque entre un objeto firme y otro que se quiere mover.
embarrarse	prnl.	Mancharse con barro.
embarullar	tr.	Mezclar desordenadamente unas cosas con otras.
embasar	tr.	Dejar que el bateador llegue a primera base.
embasarse	prnl.	Dicho de un jugador: alcanzar una base.
embaste	m.	Costura a puntadas largas, hilván.
embastecer	intr.	Volverse o hacerse más grueso, corpulento, robusto o fornido; tomar carnes, aumentar el volumen del cuerpo.
embastecerse	prnl.	Volverse o ponerse más basto, tosco, grosero, no pulido.
embasurarse	prnl.	Llenarse de suciedad o de impurezas.
embate	m.	Golpe impetuoso del mar.
embaucador	adj.	Que embauca.
embaucar	tr.	Engañar o alucinar a alguien, aprovechándose de la ingenuidad o inexperiencia del engañado.
embazar	tr.	Dejar a alguien sin acción, pasmar, confundir.
embazarse	prnl.	Quedarse paralizado o rígido brevemente por la impresión repentina causada por el viento o el agua en el rostro.
embaír	v.	Embaucar, enredar, engañar, hacer creer algo que no es.
embaírse	v.	Distraerse, entretenerse, hacer que la atención se concentre en alguna diversión u ocupación, perdiendo conciencia de otras cosas.
embebecer	tr.	Cautivar la atención o los sentidos.
embebecerse	prnl.	Quedar la atención o los sentidos cautivados, embelesados, fascinados o pasmados.
embeber	tr.	Absorber un material sólido un líquido hasta saturarse de este.
embelecar	tr.	Engañar mediante apariencias y mentiras.
embeleco	m.	Engaño, mentira.
embelesar	tr.	Arrebatar, cautivar los sentidos; hacer parar la imaginacion y ánimo de alguien mediante algun objeto que se le pone a la vista, o con el artificio de las palabras.
embelesarse	prnl.	Quedar con la atención o los sentidos cautivados, absortos o suspendidos.
embeleso	m.	Efecto de embelesar o embelesarse.
embellecedor	m.	Moldura cromada de los automóviles.
embellecer	tr.	Hacer algo estéticamente más bonito o más bello, añadiéndole detalles u ornamentos o efectuando una acción de maquillaje.
embellecimiento	m.	Acción o efecto de embellecer.
embermejecer	tr.	Dar color bermejo (rubio, rojizo) o teñir de ese color.
embermejecerse	prnl.	Ponerse colorado el rostro, ganar rubor por la vergüenza o la timidez.
embestir	tr.	Entrar con fuerza en el espacio que ocupa otra cosa o persona.
embetunar	tr.	Cubrir o embadurnar con betún.
embicar	tr.	Poner una verga en dirección oblicua respecto a la horizontal. Úsase a bordo como señal de luto.
embicarse	prnl.	Dicho de un rompehielos: No poder seguir rompiendo el hielo de frente; de modo que para avanzar es necesario que suba encima de la capa de hielo para romperla con su propio peso.
embilejo	adj.	Persona originaria o habitante de Embid de la Ribera, en España.
emblandecer	tr.	Poner blando, suave o tierno.
emblandecerse	prnl.	Ponerse blando, suave o tierno.
emblanquecer	tr.	Volver algo de color blanco.
emblema	m.	Pabellón. Por ejemplo: Sobre esto último, usted recordará que la CIA hizo algunos huecos en la punta de un viejo B-26 , le pintó el emblema cubano y sostuvo que era uno de los tres aviones que se había escapado.
embobar	tr.	Dejar perpleja o admirada a una persona.
embobecer	tr.	Nublar el ingenio, la inteligencia, el sentido común, la claridad mental, el entendimiento o la astucia. Poner bobo, lelo o tonto, entorpecer el uso de las facultad de razonar.
embocadura	f.	Acción y efecto de embocar.
embocinado	adj.	Se aplica á un arco cuyas dos frentes son semejantes; pero de mayor diámetro una que otra.
embojar	tr.	Rodear con ramaje, especialmente de abrótano, los criaderos de gusanos de seda.
embolia	f.	Oclusión parcial o total de un vaso sanguíneo causada por un émbolo, que impide la continuación de la circulación en el propio vaso y hacia otros vasos menores.
embolicar	tr.	Embrollar, enredar.
embolinar	tr.	Confundir intencionalmente a una persona con mucha palabrería.
embolismador	adj.	Que embolisma.
embolismo	m.	Decimotercera lunación que se añade al cabo de tres años al año lunar, para sujetarlo al año solar.
embolsamiento	m.	Acción o efecto de embolsar o embolsarse.
embolsar	tr.	Guardar una cosa en una bolsa.
embolsicar	tr.	Guardar algo en un bolsillo.
embolsicarse	prnl.	Hurtar algo, metérselo en el bolsillo.
embonar	tr.	Mejorar algo.
embopa	f.	Mancha (juego infantil).
emboquillar	tr.	Poner boquillas a los cigarrillos de papel.
emborrachador	adj.	Que emborracha.
emborracharse	prnl.	Consumir alcohol con notoria disminución del uso cabal de los sentidos.
emborronador	adj.	Que emborrona.
emborronar	tr.	Manchar con un borrón₁ un escrito.
emboscada	f.	Ocultación de una o varias personas en parte retirada para atacar por sorpresa a otra u otras.
emboscar	tr.	Ocultar o esconder uno o varios soldados para atacar por sorpresa.
embosquecer	intr.	Volverse o hacerse bosque un terreno o territorio; llenarse de árboles.
embosquecerse	prnl.	Crecer y fortalecerse paulatiamente un asunto o situación hasta hacerse difícil de tratar o combatir.
embotador	m.	Persona que quita la agudeza al filo de las armas de corte.
embotar	tr.	Desafilar, perder su filo un arma.
embotarse	prnl.	Calzarse botas.
embotellamiento	m.	Congestión del tránsito vehicular.
embotellar	tr.	Echar el vino u otro líquido en botellas.
embotellarse	prnl.	Dicho del tráfico: congestionarse por exceso de vehículos.
embozadamente	adv.	Recatada y artificiosamente en el modo de decir o hacer una cosa.
embozar	tr.	Cubrir el rostro por la parte inferior con una prenda de vestir.
embozo	m.	Doblez de la sábana de la cama por la parte que toca el rostro.
embragar	tr.	Hacer que dos ejes se acoplen o engranen dentro de un mecanismo de piñones o de estructura similar.
embrague	m.	Acción o efecto de embragar.
embraguetarse	prnl.	Ceñirse mucho en la suerte de matar, de tal forma que el toro bien humillado debe pasar muy cerca del muslo del espada.
embravecer	tr.	Hacer bravo, valiente o feroz; poner furioso.
embrazadura	f.	Acción y efecto de embrazar.
embrazar	tr.	Meter el brazo por la embrazadura o asa del escudo, rodela, adarga, etc., para cubrir y defender el cuerpo.
embreadura	f.	Acción y efecto de embrear.
embrear	tr.	Untar con brea los costados los navíos, los cables, maromas, sogas, etc.
embriagador	adj.	Que embriaga.
embriagar	tr.	Volver borracho a alguien.
embriagarse	prnl.	Intoxicarse por consumir alcohol excesivamente.
embriogénico	adj.	Que pertenece o concierne a a la embriogenia.
embriológico	adj.	Que pertenece o concierne a la embriología.
embrionario	adj.	Perteneciente o relativo al embrión.
embriólogo	m.	Experto o profesional en embriología.
embrión	m.	Organismo pluricelular que se encuentra en sus primeras etapas de desarrollo.
embrocado	adj.	Intoxicado por el alcohol.
embrocar	tr.	Volcar el contenido de un recipiente en otro, volviéndolo boca abajo.
embrochalado	m.	El maderamen compuesto de dos cábios y un brochal, el cual deja enfrente de una pared un hueco para una chimenea, ó para el cañon de otra que sube desde un piso inferior.
embrochalar	tr.	Sostener por medio de un madero, brochal atravesado o una barra de hierro las vigas que no pueden cargar en la pared.
embrolladamente	adv.	Que es o se hace de forma enredada o confusa.
embrollador	adj.	Que produce o causa enredo o confusión o desorden.
embrollar	tr.	Hacer que un asunto o una situación sea o resulte más complicado o confuso de lo normal.
embrollo	m.	Enredo, confusión, maraña.
embrolloso	adj.	Que provoca un embrollo, lío o confusión.
embrollón	adj.	Que causa embrollos.
embromar	tr.	Gastar bromas o chanzas para divertirse, especialmente si incluyen engaño o algún tipo de acción artificiosa, faramalla o trapaza para reírse de quien se lo toma en serio.
embromarse	prnl.	Sentir fastidio o molestia; agotarse la paciencia de uno.
embroncar	tr.	Causar enojo, rabia, furor o enfado.
embroncarse	prnl.	Enojarse, sentir o manifestar rabia, furor o molestia.
embrujador	adj.	Que embruja.
embrujamiento	m.	Acción o efecto de embrujar.
embrujar	tr.	Controlar la conducta de alguien o perjudicar su salud o bienestar mediante prácticas supersticiosas.
embrujo	m.	Acción o efecto de embrujar.
embrutecedor	adj.	Que embrutece.
embrutecer	tr.	Volver bruto a alguien; entorpecer significativamente a alguien el uso de la razón o casi privarlo de ella; volver torpe o simple a alguien.
embrutecerse	prnl.	Perder o ver significativamente disminuido el uso de la razón; volverse muy torpe o poco inteligente.
embrutecimiento	m.	Acción o efecto de embrutecer o embrutecerse.
embuchado	m.	Embutido típico de La Rioja (España) elaborado a base de tripas de cordero bien limpias, enrolladas a modo de madeja, aceite de oliva y sal.
embucharse	prnl.	Mantener relaciones sexuales con un miembro de grandes dimensiones^([cita requerida])
embudista	adj.	Que planea y ejecuta engaños, tretas, trampas, enredos, argucias o embudos similares.
embudo	m.	Utensilio de forma cónica, truncado y abierto por ambos lados, dotado de un tubo en su extremo más estrecho, que se usa para trasvasar líquidos, polvos o gases en recipientes de boca estrecha o tubos.
embullado	adj.	Referido a alguien: Que tiene un embulle: con motivación, ilusión y entusiasmo hacia algo.
embullador	adj.	Que embulla, haciendo ruido o metiendo bulla.
embullar	tr.	Fomentar la bulla y algazara en una diversión o fiesta, animando a que otros participen.
embullarse	prnl.	Participar, o decidirse a hacerlo, en la bulla y algazara de una diversión o fiesta, contagiándose del entusiasmo.
embullo	m.	Motivación para llevar a cabo algo.
emburundangar	tr.	Drogar a una persona con burundanga o escopolamina, diminuyendo así su voluntad y memoria, generalmente para abusar de ella o robarle.
embuste	m.	Mentira disfrazada con argucias, generalmente conformando un relato artificioso.
embustero	adj.	Que dice embustes.
embustes	m.	Baratijas, bujerías, joyas o alhajas llamativas y de escaso valor.
embutición	f.	Proceso de fabricación en donde se forman los productos con láminas de metal que se presionan o golpean sobre moldes.
embutido	m.	Acción o efecto de embutir.
embutir	intr.	Hacer embutidos.
embuñegar	tr.	Enmarañar, enredar.
eme	f.	Nombre de la letra m.
emenagogo	adj.	Se dice de un remedio o sustancia que provoca la regla o evacuación menstrual en las mujeres.
emergencia	f.	Ocurrencia, accidente que sobreviene.
emerger	intr.	Surgir, salir del interior de un líquido o masa terrestre.
emergía	f.	Cantidad de energía total que se consume durante todas las fases de transformación directas o indirectas requeridas para manufacturar un producto.
emeritense	adj.	Persona originaria o habitante de Mérida, en España.
emetofobia	f.	Miedo irracional y enfermizo a vomitar.
emigración	f.	Acción o efecto de emigrar.
emigrante	adj.	Que emigra o ha dejado su propio lugar de origen para instalarse de manera temporal o permanente en un país o territorio diferentes.
emigrar	intr.	Dejar el propio lugar de origen para instalarse de manera temporal o permanente en un país o territorio diferentes.
emilio	m.	Mensaje electrónico enviado por internet.
emincé	m.	Preparación culinaria compuesta de ingredientes, generalmente verduras, cortados en tiras finas y alargadas.
eminencia	f.	Condición o carácter de eminente.
eminencialmente	adv.	Con eminencia o prominencia.
eminente	adj.	Que sobresale por encima del grupo en el que se encuentra.
eminentemente	adv.	De un modo eminente.
eminentísimo	adj.	Más que eminente, que es mucho mayor o mejor en cualquier propiedad o atributo.
emir	m.	Título nobiliario empleado históricamente en los estados islámicos, eran los gobernadores de cada una de las provincias.
emirato	m.	Cargo o dignidad del emir.
emiratí	adj.	Originario, relativo a, o propio de Emiratos Árabes Unidos.
emisario	m. y f.	Mensajero enviado para obtener o comunicar información.
emisividad	f.	Capacidad de un cuerpo de emitir energía mediante radiación.
emisión	f.	Acción o efecto de emitir.
emisor	adj.	En particular, que envía la señal que constituye un mensaje lingüístico o de otro tipo.
emita	adj.	Nombre moabita para una de las tribus de Refaim. Están descritos en Deuteronomio, capítulo dos, como un pueblo poderoso y numeroso, así como un reino de éxito. Fueron derrotados por los moabitas, que ocuparon su territorio.
emitir	tr.	Enviar o echar hacia fuera.
emmental	m.	Tipo de queso sólido similar al gruyer, hecho con leche de vaca.
emo	m.	Estilo particular de rock punk post-hardcore de principios de los 1990s, caracterizado por ser lento y melódico.
emocionable	adj.	Que responde a los estímulos o vivencias con fuertes cambios en el estado de ánimo; que se emociona fácilmente o manifiesta su emoción.
emocional	adj.	Que pertenece o concierne a la emoción o las emociones.
emocionalidad	f.	Capacidad de experimentar o expresar emoción o sentimientos. Carácter o cualidad de emocional.
emocionalmente	adv.	De un modo emocional, con emoción o sentimiento.
emocionante	adj.	Que causa emoción, estimula o conmueve de manera particular y generalmente intensa.
emocionar	tr.	Causar emoción, estimular sentimiento, o conmover el ánimo de manera particular y generalmente intensa.
emocionarse	prnl.	Experimentar una emoción, sentimiento o cambio en el ánimo, por lo general positivo e intenso.
emoción	f.	Estado de ánimo, causado por impresiones de los sentidos, experiencias, ideas o recuerdos, que se manifiesta en diferentes sentimientos como alegría, tristeza, miedo, cólera, amor.
emoji	m.	Icono digital utilizado para representar un concepto u objeto, utilizado en redes sociales₂ virtuales.
emoliente	adj.	Se dice del medicamento o sustancia que se usa para ablandar durezas, tumores o similares.
emolumento	m.	Remuneración por una relación laboral o prestación de servicios, continua u ocasional.
emoticón	m.	Dibujo hecho con caracteres simples para representar estados de ánimo.
emotivamente	adv.	De un modo emotivo.
emotividad	f.	Capacidad de experimentar o expresar emoción o sentimientos.
emotivo	adj.	Que pertenece o concierne a la emoción o las emociones.
empacadora	f.	Máquina agrícola que tiene como único uso recoger el heno, avena, paja etc. y comprimirlo en pacas o fardos que finalmente se atan con un hilo especial.
empacamiento	m.	Acción o efecto de empacar.
empacar	tr.	Empaquetar, acondicionar cosas en paquetes o fardos.
empacarse	prnl.	Emperrarse, enojarse.
empadronamiento	m.	Acción o efecto de empadronar.
empadronar	tr.	Inscribir a alguien en el padrón de los moradores del pueblo.
empalagamiento	m.	Acción o efecto de empalagar.
empalagar	tr.	Formar el agua un charco o estanque de gran tamaño.
empalago	m.	Acción o efecto de empalagar.
empalagosamente	adv.	De un modo empalagoso, muy dulce o zalamero.
empalagoso	adj.	Se dice de un alimento que empalaga (causa fastidio o hastío), usualmente por ser demasiado dulce.
empalamiento	m.	Acción o efecto de empalar.
empalar	tr.	Atravesar a una víctima con una vara o estaca aguzada en sentido longitudinal a modo de tortura y ejecución.
empalidecer	intr.	Ponerse pálido, perder color de piel por enfermedad, debilidad, temor, u otro tipo de emoción intensa y negativa.
empalizada	f.	Estacada (barrera de estacas).
empalmar	tr.	Juntar dos cosas como maderos, sogas o tubos, por sus extremos, acoplándolas o entrelazándolas.
empalme	m.	Acción y efecto de empalmar.
empalomadura	f.	Ligadura fuerte con que a trechos proporcionados y en lugar de costura se une la relinga a su vela en ciertos casos.
empanadero	m. y f.	Persona que fabrica o vende empanadas.
empanadilla	f.	Masa rellena de carne picada y otros ingredientes en forma de tortilla que posteriormente se fríe en aceite hirviendo.
empanado	m.	Acción o efecto de empanar.
empanar	tr.	Envolver un alimento en harina, masa o pan para luego freírlo o llevarlo al horno.
empanarse	prnl.	Perder un terreno la capacidad de producir buena cosecha por exceso de semillas germinadas.
empanicar	tr.	Llenar a alguien de pavor o pánico (miedo intenso, contagioso u obsesivo).
empanicarse	prnl.	Sentir pavor, temor o pánico (miedo intenso, contagioso u obsesivo).
empanizar	tr.	Impregnar o cubrir de pan rallado, para luego cocinarlo en aceite (freír) o en el horno.
empantanar	tr.	Llenar de agua un terreno, dejándolo hecho un pantano.
empapamiento	m.	Acción o efecto de empapar o de empaparse.
empapar	tr.	Impregnar bien de líquido algo; ponerlo mojado; saturarlo de líquido.
empaparse	prnl.	Impregnarse bien de líquido; mojarse.
empapelado	m.	Acción o efecto de empapelar.
empapelar	tr.	Envolver en papel alguna cosa.
empaque	m.	Acción o efecto de empacar.
emparamado	adj.	Muy mojado, especialmente por la lluvia.
emparamar	tr.	Congelar, enfriar.
emparanoiarse	prnl.	Volverse paranoico.
emparchar	tr.	Ponerle un parche a algo.
empardar	tr.	En el juego del truco, forzar una parda en una ronda.
emparedado	m.	Comida compuesta por uno o varios ingredientes dentro de dos o más capas de pan, por lo general empleándose rebanadas de pan de molde.
emparedamiento	m.	Método de ejecución el cual consistía simplemente en colocar al reo en una habitación cerrada por un muro de ladrillos o también aplastarlo contra otra pared.
emparedar	tr.	Meter a una persona entre paredes.
emparejamiento	m.	Acción y efecto de emparejar o emparejarse.
emparejar	tr.	Unir o juntar dos cosas, animales o personas en pareja.
emparentado	adj.	Familiar de.
emparentar	intr.	Contraer parentesco por vía de casamiento.
emparrado	m.	Conjunto de los vástagos y hojas de una o más parras que, sostenidas con una armazón de madera, hierro u otra materia, forman cubierta y hacen sombra.
empastar	tr.	Cubrir con pasta una cosa.
empastarse	prnl.	Dicho de algo: cubrirse con pasta.
empaste	m.	Relleno de una cavidad en el diente ocasionada por caries con cualquier material restaurador.
empastelamiento	m.	Acción o efecto de empastelar.
empastillado	adj.	Que ha recibido una dosis excesiva de pastillas, generalmente narcóticos.
empastillar	tr.	Administrar a alguien una dosis excesiva de pastillas, sobre todo narcóticas.
empastre	m.	Situación de caos, desorden o confusión.
empatar	tr.	Quedar iguales los votos de modo que no pueda haber resolución o elección.
empate	m.	Acción o efecto de empatar.
empatriarcar	tr.	Convertir algo en un patriarcado.
empatucar	tr.	Manchar, ensuciar una superficie.
empatía	f.	Identificación emocional e intelectual con los sentimientos, pensamientos, o actitudes de otros.
empavar	tr.	Traer mala suerte, echar malas vibras.
empavonado	adj.	Dicho principalmente de un vidrio: empañado o escarchado.
empavonar	tr.	Empañar o dar color empañado a un vidrio.
empavorecer	tr.	Causar mucho miedo, producir pavor, terror o pánico.
empavurar	tr.	Asustar, atemorizar.
empañalar	tr.	Ponerle pañales a alguien.
empañamiento	m.	Acción o efecto de empañar o de empañarse.
empañar	tr.	Colocar un pañal a un individuo.
empañe	m.	Acto o efecto de empañar.
empañicar	tr.	Doblar en pliegues menudos la tela o paño de las velas para luego asegurarlas doblándolas (aferrarlas).
empecer	v.	Ser algo un obstáculo para que un propósito se lleve a término.
empecimiento	m.	Acción o efecto de empecer.
empecinado	adj.	Que no ceja en una decisión, pese a los pedidos o argumentos razonables en sentido contrario.
empecinamiento	m.	Acción o efecto de empecinar.
empecinarse	prnl.	Empeñarse con obstinación.
empedarse	prnl.	Ponerse ebrio o borracho.
empedernecer	tr.	Volver algo o a alguien muy duro, como el pedernal o la piedra.
empedernecerse	prnl.	Ponerse muy duro, como el pedernal o la piedra.
empedernido	adj.	Que tiene un vicio, hábito o actitud muy arraigados o tenaces.
empedrado	m.	El suelo de una calle, patio, portal, etc. hecho de piedras firmemente empotradas o encajadas en una cama de tierra o arena.
empedrar	tr.	Encajar piedras, ajustándolas para pavimentar el suelo o cubrir alguna superficie.
empegotado	adj.	Untado o manchado de algo pegajoso, viscoso o adhesivo.
empegotar	tr.	Hacer, generalmente de modo involuntario, que algo quede untado de alguna sustancia pegajosa, adherente, viscosa o pegadiza (que se tiende a unir con otras superficies).
empegotarse	prnl.	Quedar uno untado, por lo general involuntariamente, de alguna sustancia pegajosa, adherente, viscosa o pegadiza (que se tiende a unir con otras superficies).
empeine	m.	Parte superior del pie, que está entre la caña de la pierna y el principio de los dedos.
empelazgarse	prnl.	Meterse en pelazga o pendencia.
empelechador	m. y f.	El que hace embutidos de mármoles para pavimentos, frisos, etc. y para revistir las columnas hechas de ladrillo con jaspes ú otras piedras exquisitas.
empelicular	tr.	Hacer que alguien imagine algo o se ilusione con cosas que no son.
empelicularse	prnl.	Hacerse ilusiones, imaginar o proyectar cosas que probablemente nunca se harán realidad.
empellar	tr.	Aplicar repetidamente un impulso a algo o alguien para apartarle o moverle lejos de quien aplica la fuerza. Dar empujones o empellones.
empeller	tr.	Aplicar repetidamente un impulso a algo o alguien para apartarle o moverle lejos de quien aplica la fuerza. Dar empujones o empellones.
empellón	m.	Empujón recio que se da con el cuerpo para sacar de su lugar o asiento a una persona o cosa.
empelotada	f.	Proceso y resultado de empelotar₁ (desvestir) o de empelotarse₁ (quitarse toda o casi toda la ropa).
empelotadura	f.	Fuerte pasión sentimental hacia alguien.
empelotamiento	m.	Acción o efecto de quitar toda o casi toda la ropa a otra persona o a sí mismo y por lo tanto quedar en pelota. Proceso y resultado de empelotar₁ o de empelotarse₁.
empelotar	tr.	Quitarle toda la ropa a alguien o la mayor parte de ella.
empelotarse	prnl.	Quitarse la ropa o quedarse con muy poca.
empelote	m.	Acción o efecto de quitar toda o casi toda la ropa a sí mismo o a otra persona y por lo tanto quedar en pelota. Proceso y resultado de empelotar o empelotarse.
empenachado	adj.	Que tiene penacho.
empenachar	tr.	Adornar con penachos o plumas.
empeoramiento	m.	Acción o efecto de empeorar.
empeorar	tr.	Hacer que algo que ya era malo se vuelva aún peor.
empequeñecer	tr.	Volver algo o alguien más pequeño, disminuir su tamaño, importancia o intensidad.
empequeñecerse	prnl.	Hacerse más pequeño, menos grande, menos importante o menos intenso.
empequeñecimiento	m.	Acción o efecto de empequeñecer o empequeñecerse.
emperador	m. y f.	Soberano de un imperio.
emperchar	tr.	Colgar en la percha.
empercudido	adj.	Que está sucio o tiene manchas.
empercudir	tr.	Penetrar o adherirse la suciedad a una superficie, como algún tejido o la piel.
emperejilar	tr.	Adornar a alguna persona con mucho cuidado ,y esmero.
emperejilarse	tr.	Adornarse alguna persona con mucho cuidado ,y esmero.
emperendengarse	prnl.	Poner con esmero muchos adornos y atavíos en el cuerpo, incluyendo ropa seleccionada con cuidado.
emperezar	tr.	Dilatar, retardar.
emperezarse	prnl.	Dejarse dominar por la pereza.
empergaminar	tr.	Cubrir con pergamino.
empericado	adj.	Que tiene los cabellos postizos.
empericar	tr.	Adornar con el tocado que se llama perico.
